presenca,presLed,luminosidade,luzLed
9.069767442,224.6428571,801.1162791,255
8.529411765,180,800.3030303,255
8.717948718,222.3076923,800.1282051,255
8.4,204,799.56,255
8.571428571,255,799,255
7.857142857,163.9285714,799.2,255
8.571428571,255,799,255
9.851851852,245.5555556,800.2857143,255
7.5,155.8333333,800.9142857,255
8.311111111,170,803.4666667,255
10,255,799.78125,255
8.256410256,202.6923077,794.4358974,255
8.093023256,156.4772727,802.6590909,255
8.333333333,192.804878,781.0487805,255
9.459459459,220.5405405,815.5945946,255
9.459459459,255,813.1081081,255
9.473684211,221.4473684,812.1578947,255
9.047619048,225.3488372,809.6511628,255
10,255,805.8571429,255
9.714285714,255,802.2941176,255
9.117647059,255,800.2058824,255
9.6875,255,798.03125,255
10,255,799.1818182,255
10,255,801.25,255
9.75,255,805.075,255
9.487179487,222.3076923,808.6923077,255
9.523809524,224.6428571,811.1666667,255
10,255,809.05,255
8.933333333,198.3333333,807,255
9.5,226.0227273,806.3111111,255
8.681818182,214.4318182,807.5581395,255
8.790697674,207.5581395,806.7674419,255
8.888888889,219.5833333,803.6111111,255
8.216216216,151.6216216,799.6486486,255
7.6,172.125,809.775,255
8.066666667,195.5,807.8666667,255
8.390243902,199.0243902,807.5121951,255
8.615384615,183.0769231,805.4871795,255
10,255,805.3846154,255
9.487179487,222.3076923,803.3947368,255
10,255,802.5806452,255
10,255,802.625,255
10,255,802.4473684,255
10,255,804.8666667,255
10,255,810.55,255
10,255,815.4,255
10,255,816.6216216,255
10,255,817.53125,255
10,255,820.1111111,255
9.2,201.875,822.5833333,255
10,255,825.75,255
10,255,826.5142857,255
10,255,826.1612903,255
8.87804878,197.625,828.05,255
9.666666667,249.0697674,830.0232558,255
9.545454545,225.3488372,821.8372093,255
9.333333333,226.6666667,830.2888889,255
9.473684211,221.4473684,829.6315789,255
10,255,817.7692308,255
9.707317073,236.3414634,820.4878049,255
8.05,146.625,830.15,255
8.409090909,168.0681818,834.8222222,255
8.695652174,199.5652174,830.5111111,255
10,255,835.3953488,255
10,255,831.6136364,255
10,255,819.1351351,255
10,255,825.6222222,255
8.510638298,200.7446809,840.3333333,255
8.425531915,195.3191489,839.7391304,255
9.644444444,232.3333333,835.6222222,255
8.595744681,173.6170213,833.4680851,255
9.913043478,255,829,255
8.666666667,170,827.1333333,255
9.130434783,199.5652174,830.1304348,255
9.47826087,221.7391304,836.0217391,255
9.652173913,232.826087,825.3913043,255
8.765957447,200.7446809,826.5531915,255
9.066666667,226.6666667,819.4666667,255
10,255,814.0731707,255
10,255,814.8378378,255
10,255,815.575,255
8.571428571,224.6428571,820.3809524,255
9.375,255,833.5454545,255
9.318181818,226.0227273,830.9545455,255
10,255,836.2093023,255
10,255,834.2444444,255
8.918918919,220.5405405,830.6216216,255
8.434782609,188.4782609,818.4893617,255
9.2,226.6666667,827.4,255
9.304347826,210.6521739,825.8,255
10,255,824.027027,255
8.325581395,177.9069767,822.6046512,255
8.6,191.25,812.575,255
8.186046512,207.5581395,822,255
8.217391304,166.3043478,808.7826087,255
8.222222222,170,796,255
9.023255814,207.5581395,817.8863636,255
9.761904762,255,817.6585366,255
9.302325581,225.3488372,810.0465116,255
9.487179487,222.3076923,784.8205128,255
9.14893617,227.8723404,810.1489362,255
8.571428571,224.6428571,821.952381,255
9.069767442,225.3488372,825.0465116,255
9.302325581,225.3488372,813.1860465,255
9.285714286,225.3488372,826.5581395,255
7.52173913,141.6666667,826.2222222,255
8.756756757,221.4473684,824.8157895,255
8.837209302,224.6428571,821.8095238,255
8.933333333,215.3333333,818.5777778,255
9.111111111,194.0217391,817.5,255
8.682926829,191.25,818.625,255
9.813953488,243.1395349,819.627907,255
9.302325581,255,819.4772727,255
9.545454545,255,818.5813953,255
7.954545455,141.6666667,818.2444444,255
9.782608696,255,818.0888889,255
9.523809524,255,799.0714286,255
9.136363636,226.6666667,798.2444444,255
7.909090909,136.3953488,813,255
7.860465116,195.6976744,782.1190476,255
9.047619048,236.7857143,807.9047619,255
7.904761905,151.7857143,808.5,255
9.024390244,194.2857143,807.5,255
10,255,806.8918919,255
10,255,806.9393939,255
9.523809524,224.6428571,809.4761905,255
7.454545455,150.6818182,812,255
8.619047619,183.8372093,816.3488372,255
9.319148936,211.5957447,819.1489362,255
9.363636364,243.1395349,819.8604651,255
8,170,821.2444444,255
9.545454545,226.0227273,822.5,255
9.904761905,255,817.547619,255
9.863636364,255,791.4772727,255
9.555555556,226.6666667,795.8888889,255
8.217391304,160.7608696,802.5434783,255
9.3,235.875,804.275,255
8.304347826,179.0425532,796.0851064,255
9.106382979,221.7391304,794.8478261,255
9.333333333,226.6666667,798.0666667,255
8.222222222,170,801.8444444,255
8.863636364,197.0454545,809.8181818,255
9.409090909,226.0227273,811.7272727,255
8.046511628,197.0454545,817.4318182,255
8.808510638,199.5652174,827.8085106,255
6.954545455,110.1136364,828.627907,255
8.222222222,170,812.1333333,255
8.636363636,197.0454545,811.1590909,255
7.727272727,197.0454545,805.6136364,255
8.666666667,170,817.1333333,255
7.272727273,139.0909091,824.3409091,255
8.444444444,198.3333333,832.4222222,255
8.913043478,227.2826087,814.3913043,255
8.285714286,151.7857143,814.0232558,255
7.652173913,155.2173913,810.8222222,255
8.666666667,170,826.9333333,255
7.333333333,170,826.9555556,255
7.954545455,197.0454545,828.6666667,255
8.363636364,168.0681818,829.4418605,255
8.418604651,195.6976744,829.7954545,255
9.5,223.125,826.15,255
8.8,204,790.8444444,255
7.260869565,138.5869565,782.3777778,255
8.863636364,197.0454545,780.9090909,255
10,255,793.6511628,255
10,255,801.5777778,255
10,255,784.8636364,255
9.534883721,225.3488372,783.1395349,255
9.534883721,225.3488372,781.1162791,255
10,255,781.4,255
10,255,780.212766,255
8.888888889,199.5652174,779.9347826,255
9.829787234,249.4565217,781.4347826,255
9.319148936,233.2978723,782.5744681,255
8.636363636,168.0681818,781.7777778,255
9.14893617,227.8723404,780.5652174,255
9.375,228.4375,781.6666667,255
9.688888889,255,789.6444444,255
9.422222222,226.6666667,806.4888889,255
8.636363636,197.0454545,821.7111111,255
9.777777778,255,823.5,255
9.913043478,255,825.2391304,255
9.644444444,255,826.6956522,255
9.869565217,255,827.9777778,255
9.291666667,228.4375,826.7291667,255
9.111111111,198.3333333,824.9333333,255
10,255,823.7727273,255
9.545454545,226.0227273,821.9090909,255
10,255,821.1395349,255
9.318181818,226.0227273,820,255
9.761904762,255,818.6190476,255
9.347826087,227.2826087,812.8478261,255
9.818181818,243.4090909,814.5,255
9.744680851,238.7234043,809.7446809,255
9.14893617,200.7446809,810.787234,255
9.545454545,226.0227273,813.5909091,255
8.826086957,194.0217391,812.8478261,255
9.644444444,232.3333333,811.8444444,255
10,255,807.787234,255
9.906976744,249.0697674,809.3953488,255
9.636363636,231.8181818,808.3863636,255
9.130434783,199.5652174,807.4565217,255
10,255,802.4545455,255
9.285714286,224.6428571,797.1190476,255
9.555555556,226.6666667,794.7111111,255
9.5,255,784,255
9.574468085,227.8723404,780.4893617,255
9.347826087,227.2826087,771.6956522,255
9.555555556,226.6666667,761.5555556,255
9.76744186,255,761.9302326,255
10,255,762.8863636,255
9.782608696,255,761.5869565,255
10,255,752.893617,255
10,255,745.5217391,255
10,255,740.3695652,255
10,255,737.5434783,255
9.826086957,255,734.5869565,255
8.869565217,227.2826087,730.5106383,255
10,255,727.0217391,255
9.555555556,226.0227273,723.5227273,255
10,255,720.3478261,255
9.318181818,226.0227273,716.5813953,255
9.489361702,227.8723404,710.4042553,255
9.434782609,227.8723404,701.6808511,162.7659574
8.565217391,175.6666667,690.4222222,0
9.911111111,249.3333333,678.2222222,0
9.565217391,227.2826087,667.826087,0
10,255,659.0930233,0
9.361702128,227.8723404,653.8085106,0
9.555555556,226.6666667,650.3555556,0
9.772727273,255,647.7272727,0
10,255,643.7727273,0
9.772727273,255,640.2954545,0
10,255,639.6,0
9.695652174,255,642.7826087,0
9.869565217,255,648.3777778,0
9.111111111,226.6666667,657.1086957,0
9.545454545,226.0227273,667.4883721,0
10,255,675.8913043,0
10,255,682.4468085,0
9.545454545,226.0227273,686.1590909,0
9.555555556,226.6666667,687.4090909,0
10,255,689.212766,0
10,255,692.8604651,0
8.444444444,199.5652174,699.9565217,116.4130435
10,255,707.4666667,255
9.791666667,255,713.2916667,255
9.739130435,238.3695652,719.5217391,255
9.217391304,243.9130435,725.3043478,255
9.086956522,199.5652174,729.3695652,255
10,255,729.2391304,255
9.565217391,226.6666667,723.4444444,255
9.574468085,227.8723404,713.8510638,255
10,255,704.25,226.0227273
10,255,696.4042553,0
9.76744186,255,691.3255814,0
10,255,686.7708333,0
10,255,685.4444444,0
9.111111111,226.6666667,689.1555556,0
9.574468085,227.8723404,690.8510638,0
10,255,686.1276596,0
7.872340426,173.6170213,678.3404255,0
9.574468085,228.4375,670.6875,0
9.347826087,226.6666667,666.1333333,0
9.782608696,249.5744681,663.2978723,0
8.083333333,135.6382979,659.0425532,0
9.829787234,244.1489362,653.9791667,0
10,255,649.7777778,0
9.361702128,227.8723404,645.5217391,0
9.333333333,226.6666667,639.9333333,0
9.333333333,226.6666667,636.3555556,0
9.272727273,226.0227273,638.7045455,0
9.818181818,255,651.7045455,0
8.695652174,199.5652174,670.1521739,0
8.695652174,199.5652174,684.3913043,0
9.375,228.4375,690.4166667,0
8.222222222,171.8478261,686.1521739,0
9.404255319,216.1956522,680.4565217,0
9.744680851,239.0625,678.3541667,0
9.574468085,255,675.6304348,0
9.872340426,255,681,0
9.111111111,255,691.6222222,0
9.466666667,227.2826087,708.5652174,232.826087
10,255,724.4772727,255
8.510638298,173.6170213,735.9574468,255
9.555555556,221.7391304,743.9130435,255
9.583333333,233.2978723,749.4042553,255
10,255,754,255
8.666666667,198.3333333,757.2888889,255
9.782608696,255,761,255
9.869565217,255,764.9782609,255
9.244444444,226.6666667,768.8,255
9.14893617,255,771.7021277,255
10,255,773.173913,255
10,255,774.0454545,255
8.913043478,199.5652174,774.2608696,255
9.130434783,255,773.4042553,255
7.956521739,182.9347826,771.7333333,255
9.217391304,216.1956522,768.9782609,255
9,191.25,766.35,255
9.489361702,222.4468085,763.5,255
8.808510638,179.0425532,760.9347826,255
8.913043478,199.5652174,758.8510638,255
10,255,756.1521739,255
9.555555556,226.6666667,753.2,255
8.652173913,188.4782609,749.673913,255
9.318181818,237.6136364,745.4545455,255
7.914893617,173.6170213,740.212766,255
9.787234043,255,733.2340426,255
9.574468085,227.8723404,725.5744681,255
9.777777778,255,717.7111111,255
9.361702128,227.8723404,709.4680851,255
8.936170213,200.7446809,702.1702128,189.893617
8.680851064,184.4680851,695.2340426,0
8.619047619,183.8372093,690.1395349,0
9.555555556,255,686.9545455,0
9.25,223.125,685.0243902,0
9.555555556,226.6666667,685.3181818,0
8.913043478,227.2826087,687.2173913,0
8.723404255,173.6170213,689.5416667,0
8.086956522,171.8478261,691.7173913,0
8.975609756,223.902439,693.825,0
9.555555556,226.6666667,694.8478261,0
9.130434783,255,691.6521739,0
9.25,233.2978723,683.2765957,0
8.8,194.0217391,666.8913043,0
8.166666667,162.7659574,645.7446809,0
9.531914894,238.7234043,623.8085106,0
8.409090909,168.0681818,600.0909091,0
8.510638298,196.5625,574.3958333,0
8.333333333,206.1702128,550.4255319,0
7.909090909,156.4772727,529.9555556,0
8.086956522,155.2173913,518.1555556,0
8.510638298,173.6170213,511.9148936,0
7.565217391,146.4893617,509.787234,0
7.217391304,141.6666667,511.5333333,0
8.434782609,182.9347826,520.4565217,0
7.739130435,138.5869565,534.2173913,0
8.826086957,221.7391304,548.8913043,0
8.260869565,199.5652174,561.2826087,0
9.302325581,225.3488372,573.1860465,0
6.533333333,62.33333333,584.5434783,0
7.911111111,164.3333333,590.0909091,0
7.555555556,144.1304348,591.2173913,0
7.75,135.6382979,587.9787234,0
6.954545455,121.7045455,582.7045455,0
8.170212766,184.4680851,574.7083333,0
7.617021277,189.893617,565.8478261,0
7.617021277,135.6382979,552.1041667,0
6.844444444,124.6666667,531.4318182,0
8.444444444,198.3333333,506.2666667,0
8.930232558,225.3488372,481.4186047,0
7.489361702,108.5106383,462.8723404,0
7.782608696,182.9347826,449.6304348,0
6.888888889,141.6666667,440.3111111,0
7.333333333,144.1304348,432.4782609,0
8.086956522,171.8478261,426.1304348,0
9.955555556,255,424.1333333,0
8.863636364,195.6976744,426.255814,0
8.888888889,198.3333333,432.8888889,0
9.333333333,226.6666667,441.1956522,0
8.173913043,177.3913043,450.2444444,0
7.043478261,110.8695652,458.8913043,0
7.090909091,110.1136364,468.2666667,0
8.25,164.6875,473.5957447,0
8.086956522,155.2173913,475.9148936,0
8.913043478,199.5652174,477.3333333,0
9.155555556,227.2826087,476.6086957,0
8,198.3333333,473.1111111,0
8,170,464.2,0
7.875,119.3617021,454.7446809,0
9.130434783,199.5652174,444.5869565,0
7.659574468,148.75,437,0
9.090909091,197.0454545,433.4545455,0
7.916666667,146.4893617,435.3829787,0
9.272727273,255,442.25,0
8.127659574,173.6170213,447.0851064,0
6.956521739,144.1304348,448.3913043,0
8.444444444,198.3333333,446.3555556,0
8.913043478,200.7446809,442.8723404,0
9.70212766,255,441,0
8.565217391,227.2826087,438.0652174,0
7.869565217,171.8478261,434.9787234,0
8.093023256,166.0465116,430.9047619,0
9.565217391,227.2826087,431.1521739,0
9.375,228.4375,438.4375,0
9.361702128,255,442,0
10,255,440.5434783,0
9.787234043,255,437.893617,0
8.181818182,192.6666667,434.5333333,0
9.111111111,231.8181818,430.6888889,0
10,255,428.2222222,0
9.021276596,200.7446809,427.6382979,0
8.85106383,200.7446809,427.625,0
8.978723404,189.893617,426.1086957,0
8.4,153,423.1111111,0
8.043478261,171.8478261,420.0851064,0
8.510638298,173.6170213,416.9782609,0
9.772727273,255,414.5454545,0
9.130434783,227.2826087,411.2173913,0
9.285714286,224.6428571,407.7619048,0
10,255,405.452381,0
10,255,405.9545455,0
10,255,406.2045455,0
9.574468085,255,405.826087,0
10,255,405.5,0
10,255,405.1489362,0
10,255,405.75,0
10,255,406.7272727,0
10,255,407.7804878,0
9.111111111,226.6666667,408.0444444,0
10,255,409.1333333,0
9.534883721,225.3488372,409.9772727,0
8.444444444,170,410.2666667,0
10,255,410.7826087,0
9.333333333,226.6666667,412.6888889,0
9.166666667,201.875,414.875,0
10,255,417.4772727,0
10,255,419.6,0
10,255,420.8695652,0
9.276595745,227.2826087,422.2765957,0
8.954545455,226.6666667,422.6818182,0
10,255,421.9574468,0
9.574468085,227.8723404,421.0652174,0
9.76744186,255,419.4318182,0
10,255,418.1111111,0
9.130434783,199.5652174,416.1086957,0
9.574468085,227.8723404,414.1276596,0
10,255,413.4130435,0
8.681818182,185.4545455,413.0227273,0
9.288888889,209.6666667,412.4888889,0
10,255,411.9148936,0
9.361702128,227.8723404,411.3191489,0
8.723404255,173.6170213,410.5106383,0
9.574468085,227.8723404,409.9148936,0
9.777777778,255,409.1956522,0
9.545454545,255,408.6818182,0
9.782608696,255,408.3777778,0
7.608695652,144.1304348,408.3404255,0
7.708333333,148.75,407.787234,0
8,198.3333333,407.4,0
9.574468085,227.8723404,407.3829787,0
10,255,406.0851064,0
10,255,402.4117647,0
9.469387755,234.1836735,397.8979592,0
9.914893617,249.5744681,390.6666667,0
10,255,382.5652174,0
10,255,373.7857143,0
7.627906977,148.255814,364.5581395,0
7.217391304,105.326087,356.7608696,0
8.958333333,201.875,349.2708333,0
8.088888889,158.6666667,342.4,0
6.863636364,115.9090909,335.7727273,0
8.3,165.75,328.9,0
8.8,191.25,321.575,0
8.651162791,225.3488372,315.6818182,0
7.458333333,122.1875,311.5531915,0
8.933333333,215.3333333,308.6,0
7.659574468,157.3404255,307.4255319,0
7.565217391,171.8478261,308.326087,0
8.888888889,226.6666667,310.2608696,0
9.375,228.4375,311.7446809,0
8.093023256,139.0909091,312.7954545,0
9,220.5405405,313.0540541,0
9.583333333,228.4375,312.625,0
8.977777778,243.6666667,311.2444444,0
9.489361702,238.7234043,309.0851064,0
10,255,305.1956522,0
9.487179487,222.3076923,300.7179487,0
8.888888889,198.3333333,294.6086957,0
8.888888889,198.3333333,288.2954545,0
9.545454545,255,282.4545455,0
8.372093023,166.0465116,276.3023256,0
10,255,271.4418605,0
8.913043478,227.2826087,265.5319149,0
8.85106383,200.7446809,259.4565217,0
7.695652174,144.1304348,253.5,0
7.872340426,148.75,247.1666667,0
8.958333333,227.8723404,241.0638298,0
9.14893617,201.875,234.25,0
10,255,226.9772727,0
8.888888889,198.3333333,218.2888889,0
7.391304348,144.1304348,208,0
10,255,197.3333333,0
10,255,185.6222222,0
10,255,536.8333333,0
10,255,286.9111111,0
9.361702128,227.8723404,150.8913043,0
10,255,140.1489362,0
10,255,128.9574468,0
9.574468085,227.8723404,118.6382979,0
8.208333333,180.625,108.9583333,0
9.291666667,223.125,99.85416667,0
8.979591837,202.9591837,91.20408163,0
8.541666667,201.875,84.0625,0
8.25,175.3125,77.60416667,0
8.085106383,206.1702128,71.59574468,0
7.688888889,164.3333333,67.06666667,0
8.652173913,171.8478261,63.55319149,0
9.787234043,255,60.95652174,0
8.260869565,171.8478261,58.89130435,0
10,255,56.82608696,0
9.466666667,237.6136364,54.59090909,0
9.217391304,216.1956522,52.34782609,0
7.319148936,141.0638298,49.59574468,0
7.14893617,124.787234,46.85106383,0
7.5,150.9183673,44.14285714,0
7.217391304,102,41.51111111,0
8.083333333,185.9375,38.77083333,0
8.391304348,166.3043478,36.2173913,0
8.266666667,175.6666667,33.32608696,0
6.808510638,103.0851064,31.45652174,0
7.489361702,162.7659574,29.19148936,0
8.723404255,173.6170213,27.46808511,0
8.595744681,179.0425532,26.06382979,0
9.276595745,222.4468085,24.76595745,0
9.166666667,228.4375,23.79166667,0
7.666666667,138.125,22.58333333,0
8.340425532,184.4680851,22.10638298,0
7.083333333,109.2857143,21.46938776,0
6.816326531,132.8125,21.02040816,0
6.666666667,106.25,20.46808511,0
7.409090909,162.2727273,20.36363636,0
7.304347826,121.9565217,20.12765957,0
8.285714286,182.1428571,19.91666667,0
7.829787234,162.7659574,19.66666667,0
7.458333333,159.375,19.54166667,0
8.340425532,162.7659574,19.47826087,0
8.693877551,182.1428571,19.51020408,0
6.583333333,132.8125,19.5,0
6.782608696,127.5,19.41304348,0
7.555555556,170,19.42222222,0
7.361702128,146.4893617,19.40425532,0
8.083333333,159.375,193.0208333,0
8.553191489,189.893617,644.0425532,0
6.956521739,144.1304348,654.9347826,0
6.875,148.75,657.2653061,0
8,168.1914894,656.4782609,0
7.644444444,175.6666667,653.2,0
8.958333333,201.875,651.5102041,0
7.583333333,164.6875,650.2978723,0
6.869565217,138.5869565,649.4468085,0
6.64,127.5,650.9183673,0
7.75,159.375,649.625,0
8.081632653,156.122449,648.2244898,0
7.659574468,146.4893617,637.0638298,0
7.957446809,179.0425532,626.0208333,0
7.574468085,141.0638298,50.13043478,0
7.755102041,150.9183673,36.97959184,0
7.045454545,110.1136364,124.3181818,0
8.085106383,173.6170213,129.5106383,0
8.333333333,201.875,127.9166667,0
7.545454545,150.6818182,154.8,0
7.860465116,154.1860465,155.5952381,0
8.823529412,180,152.8823529,0
6.454545455,115.9090909,151.6444444,0
9.441860465,249.2045455,153.2790698,0
8.125,200.7446809,153.8085106,0
8.043478261,171.8478261,154.5319149,0
10,255,155.3404255,0
7.659574468,119.3617021,155.2391304,0
7.391304348,146.4893617,154.9361702,0
7.32,145.7142857,152.6530612,0
7.404255319,179.0425532,152.5957447,0
8.638297872,200.7446809,154.3404255,0
7.708333333,175.3125,152.8541667,0
8.333333333,175.3125,153.4166667,0
8.085106383,173.6170213,153.4680851,0
8.739130435,200.7446809,153,0
9.958333333,255,152.8297872,0
10,255,153.0625,0
8.340425532,185.9375,152.8125,0
8.326530612,191.25,153.5,0
9.375,228.4375,153.1632653,0
8.979591837,228.9795918,153.5625,0
9.875,249.6875,153,0
8.638297872,179.0425532,153.1041667,0
9.434782609,232.826087,153.1333333,0
9.306122449,223.7755102,153.5510204,0
8.775510204,176.9387755,153.9387755,0
9.591836735,228.9795918,153.877551,0
9.319148936,211.5957447,153.7234043,0
8.765957447,217.0212766,153.7083333,0
9.375,228.4375,153.9148936,0
9.574468085,227.8723404,154.1041667,0
8.75,175.3125,153.9574468,0
8.260869565,144.1304348,153.5217391,0
9.791666667,255,153.0625,0
8.29787234,200.7446809,152.8510638,0
8.163265306,176.9387755,152.8979592,0
9.14893617,200.7446809,153.1489362,0
8.708333333,185.9375,154,0
8.857142857,208.1632653,153.6938776,0
9.106382979,238.7234043,154.0638298,0
8.75,201.875,154.2653061,0
8.333333333,197.755102,154.625,0
8.541666667,206.1702128,155.0212766,0
8.681818182,181.3333333,154.9555556,0
8.93877551,217.8125,154.0625,0
8.695652174,199.5652174,153.8695652,0
8.510638298,227.8723404,153.5319149,0
7.5,201.875,152.5833333,0
8.913043478,199.5652174,153.826087,0
7.5,148.75,153.3125,0
8.977777778,221,153.0444444,0
8.936170213,233.2978723,153.212766,0
8.638297872,200.7446809,153.0212766,0
10,255,153.6444444,0
8.043478261,200.7446809,153.4255319,0
9.319148936,210.6521739,153.5652174,0
8,156.4772727,154.3181818,0
8.541666667,175.3125,154.5625,0
9.111111111,198.3333333,154.1555556,0
9.111111111,198.3333333,154.9777778,0
8.444444444,226.6666667,154.2222222,0
8.695652174,171.8478261,154.0869565,0
7.695652174,160.7608696,154.5744681,0
8.755555556,194.0217391,155.0666667,0
7.755102041,164.6875,155.0833333,0
8.208333333,201.875,155.5,0
7.5,135.3061224,155.122449,0
8.291666667,189.893617,155.1276596,0
8.47826087,173.6170213,154.787234,0
9.791666667,255,154.1666667,0
8.775510204,202.9591837,154.5625,0
8.723404255,173.6170213,154.1875,0
8.75,175.3125,154.2340426,0
9.387755102,228.9795918,154.8571429,0
8.133333333,170,154.6086957,0
8.208333333,201.875,154.3829787,0
8.936170213,227.8723404,154.2291667,0
8.510638298,173.6170213,154.5217391,0
7.591836735,135.3061224,154.0408163,0
5.791666667,58.4375,153.7083333,0
10,255,153.9782609,0
10,255,154.212766,0
10,255,154.8085106,0
9.545454545,226.0227273,154.2727273,0
9.14893617,227.8723404,154.7446809,0
9.510204082,223.7755102,154.4081633,0
8.130434783,149.673913,154.1956522,0
7.083333333,95.625,154.0416667,0
9.333333333,227.2826087,153.2173913,0
9.565217391,226.6666667,154.7555556,0
8.571428571,202.9591837,155.9183673,0
7.916666667,175.3125,155.7142857,0
8.936170213,200.7446809,111.1521739,0
8.489795918,208.1632653,48.83673469,0
8.782608696,194.0217391,46.04347826,0
8.64516129,189.1935484,43.96774194,0
7.914893617,162.7659574,44.25531915,0
7.608695652,199.5652174,44.65217391,0
8.723404255,227.8723404,44.9787234,0
9.285714286,224.6428571,45.04761905,0
9.488372093,237.2093023,45.3255814,0
9.155555556,215.3333333,45.39130435,0
10,255,45.13636364,0
10,255,44.86363636,0
10,255,44.63414634,0
9.391304348,227.2826087,44.5106383,0
9.957446809,255,44.44680851,0
9.555555556,226.0227273,44.45454545,0
9.565217391,227.2826087,44.41304348,0
10,255,44.55555556,0
10,255,44.48837209,0
10,255,44.59090909,0
10,255,44.97674419,0
10,255,45.15555556,0
10,255,44.64285714,0
10,255,44.63829787,0
10,255,44.56521739,0
10,255,44.36170213,0
10,255,44.13333333,0
9.555555556,255,45.13636364,0
9.565217391,227.2826087,45.5106383,0
9.565217391,227.8723404,45.23913043,0
10,255,45.04347826,0
10,255,44.6,0
10,255,44.6,0
10,255,44.32608696,0
9.555555556,226.0227273,44.59090909,0
10,255,44.43181818,0
10,255,43.95348837,0
9.2,199.5652174,44.26086957,0
9.47826087,255,43.7826087,0
10,255,43.54761905,0
10,255,43.42857143,0
9.375,228.4375,43.5,0
9.652173913,232.826087,43.34782609,0
9.913043478,249.4565217,42.91489362,0
10,255,43.2826087,0
10,255,43.26666667,0
10,255,43,0
9.555555556,226.6666667,43.28888889,0
9.534883721,225.3488372,43,0
10,255,43.16666667,0
9.681818182,249.2045455,42.72727273,0
9.652173913,232.826087,42.69565217,0
10,255,42.80434783,0
9.782608696,255,42.47826087,0
9.565217391,227.2826087,42.43478261,0
10,255,42.22222222,0
10,255,41.88888889,0
10,255,41.91304348,0
9.826086957,243.9130435,41.72340426,0
9.319148936,211.5957447,41.45652174,0
9.534883721,225.3488372,41.56818182,0
10,255,41.04444444,0
10,255,41.0952381,0
9.913043478,249.4565217,41.23913043,0
9.2,204,41.48888889,0
9.318181818,226.0227273,41.15909091,0
10,255,40.88888889,0
10,255,40.8372093,0
10,255,40.7826087,0
10,255,40.77777778,0
9.727272727,237.6136364,40.90909091,0
9.391304348,216.1956522,41.08510638,0
10,255,41.22222222,0
10,255,41.66666667,0
10,255,41.97826087,0
10,255,42.54347826,0
10,255,43.34042553,0
10,255,43.41304348,0
10,255,44.06666667,0
9.565217391,255,44.26666667,0
10,255,44.2173913,0
10,255,44.58695652,0
10,255,44.5,0
10,255,44.25581395,0
10,255,44.04444444,0
10,255,43.36170213,0
10,255,43.47916667,0
10,255,43.81395349,0
10,255,43.65217391,0
8.837209302,195.6976744,43.65116279,0
10,255,44.45652174,0
9.833333333,255,44.4893617,0
9.739130435,255,44.5106383,0
10,255,44.97826087,0
10,255,45.2,0
10,255,45.35555556,0
10,255,45.59090909,0
10,255,45.55319149,0
10,255,45.63636364,0
10,255,45.52272727,0
10,255,45.29787234,0
10,255,45,0
10,255,44.4893617,0
10,255,44.2173913,0
10,255,523.2340426,0
9.782608696,255,623.7333333,0
9.555555556,255,418.8,0
10,255,121.2972973,0
10,255,157.9782609,0
9.111111111,226.6666667,161.9333333,0
10,255,160.2888889,0
9.333333333,226.6666667,75.44444444,0
10,255,45.53658537,0
9.534883721,225.3488372,43.6744186,0
10,255,43.55813953,0
10,255,42.76190476,0
10,255,42.26190476,0
10,255,42,0
10,255,41.82051282,0
8.372093023,168.0681818,41.3255814,0
10,255,41.21212121,0
9.705882353,255,40.24242424,0
10,255,40.41025641,0
10,255,40.16666667,0
9.9,255,40.575,0
9.644444444,255,40.34090909,0
10,255,40.5,0
9.487179487,222.3076923,40.375,0
10,255,41.11904762,0
10,255,41.23684211,0
9.302325581,225.3488372,42,0
9.523809524,224.6428571,42.5,0
10,255,43.51219512,0
10,255,44.44680851,0
10,255,44.3902439,0
10,255,44.48888889,0
10,255,44.44736842,0
8.928571429,207.7777778,44.46428571,0
9.720930233,237.2093023,44.97619048,0
9.818181818,243.4090909,45.52272727,0
9.954545455,255,46.27272727,0
9.243243243,220.5405405,46.24324324,0
10,255,46.14634146,0
9.487179487,222.3076923,46.02564103,0
9.833333333,255,45.66666667,0
9.5,255,45.5,0
9.268292683,223.902439,45.46341463,0
9.428571429,218.5714286,45.25714286,0
10,255,45.09302326,0
9.583333333,228.4375,44.9375,0
9.545454545,255,45.09090909,0
10,255,45.08695652,0
10,255,44.85106383,0
9.347826087,227.8723404,45.25531915,0
9.914893617,249.4565217,45.2173913,0
9.234042553,233.2978723,45.4893617,0
10,255,45.65217391,0
9.574468085,227.8723404,46.29787234,0
10,255,507.5319149,0
10,255,674.4,0
10,255,686.7608696,0
10,255,687.5681818,0
9.565217391,255,682.9565217,0
10,255,678.6444444,0
10,255,674.1818182,0
10,255,674.4090909,0
10,255,677,0
10,255,677.8,0
9.565217391,255,676.9130435,0
9.565217391,227.2826087,678.6956522,0
10,255,677.7209302,0
10,255,677.5744681,0
9.545454545,226.0227273,676.4090909,0
10,255,677.2,0
9.565217391,255,676.5,0
9.761904762,255,675.8095238,0
10,255,676.3,0
10,255,676.6888889,0
9.347826087,227.2826087,676.4782609,0
9.782608696,255,676.5319149,0
10,255,671.1190476,0
10,255,683.9777778,0
10,255,305.1555556,0
10,255,46.11363636,0
10,255,45.275,0
